contraste,homogeneidade,energia,correlacao,media_pixels,desvio_padrao,label
277.9877583661418,0.21853340391346118,0.1162385108415693,0.9589912966567266,97.0242919921875,58.62525420334592,0
228.61540354330714,0.15880118613463803,0.0504826766468942,0.9637430707743763,130.2916259765625,57.02931964363906,0
382.41553887795277,0.19741053599451452,0.10542143648620794,0.9542630365517271,106.1617431640625,65.03825280117947,0
191.69611220472436,0.1613671458013084,0.01826556808096995,0.9768571857740822,132.8443603515625,64.96031180118862,0
224.73800442913384,0.20896189004885593,0.09226552211824078,0.9758827027509916,121.82012939453125,68.8230555211865,0
291.6958046259843,0.1647356790029504,0.06195237515641916,0.9586101098508002,100.59344482421875,59.778210958253965,0
255.15329724409452,0.14207355798728863,0.015563605824118252,0.9667145856275008,128.81597900390625,62.317102591769725,0
282.65194389763786,0.16578375850807986,0.05373139133458047,0.9610337326463623,122.89111328125,60.95011475304245,0
280.9886195866142,0.1734918552334153,0.06495835799310912,0.9598530982646372,125.56915283203125,59.87257059850798,0
220.2117987204725,0.18639004532991624,0.08128334896187427,0.9737416201420552,129.5194091796875,65.47985335619933,0
305.84381151574814,0.17731088221111843,0.07972831341980412,0.9650123623653686,119.1728515625,66.61923587191356,0
275.6264763779527,0.20746980361492795,0.10193970592823687,0.9688787850915384,135.82806396484375,67.3180012841033,0
312.19482037401576,0.1282429990759806,0.03325837980097268,0.9536181742363818,138.2999267578125,58.76391029632855,0
196.75609005905508,0.15582968080530063,0.0440743485104412,0.9705968092624463,142.076416015625,58.83883966540028,0
316.1563730314961,0.30084763193509445,0.23063550178012016,0.9687220968068629,90.03717041015625,71.26245280912191,0
197.22594734251976,0.14270818535321625,0.028073498663672414,0.962696485177125,154.74664306640625,52.038005916598294,0
238.390563484252,0.158931113452513,0.03617282908776633,0.9629538571551028,141.04644775390625,57.39311442436988,0
199.34842519685043,0.15109651790309833,0.04093774817722501,0.9711823378684218,148.87677001953125,59.85753971684724,0
295.3663262795276,0.2134887930268378,0.12229414255921145,0.9676260786180508,119.149658203125,68.05371801040282,0
370.2192421259843,0.18183350508336643,0.09425193305978459,0.9572104205825966,118.42333984375,66.35264183360425,0
174.90132874015754,0.14786055105796747,0.01686805109298572,0.9657571678311806,132.37921142578125,51.03339501924843,0
315.7487696850394,0.14201561278291944,0.04283954661232541,0.9479638015512756,116.45501708984375,55.66939768708192,0
257.550750492126,0.14299201405735532,0.029878832714415195,0.955605947643813,128.494873046875,54.59064501834576,0
225.9251968503937,0.18586195524461693,0.08041882474179357,0.963709031054954,105.396240234375,56.30817391579441,0
299.14148622047253,0.15971468730248392,0.05455585076400193,0.94367170985101,112.2991943359375,52.16936983292943,0
286.6058070866142,0.22533837116200034,0.13092612143316903,0.9661961968333342,109.9254150390625,65.5651954326582,0
255.0845841535433,0.1300084750171957,0.015343401365695846,0.9629766443705129,128.86370849609375,59.30392161125282,0
285.82062007874026,0.24486112033577567,0.1543024475222662,0.9677387144163656,101.72186279296875,66.90773308540395,0
244.65735728346456,0.20725206985291716,0.09921318314347463,0.9720691550517897,119.57861328125,66.75777581282534,0
334.83175442913387,0.1744754038415147,0.07970495794181648,0.9598560562853721,116.877685546875,65.0061430774613,0
338.10851377952764,0.17817931680175136,0.08169778864131853,0.9526693274764219,119.30694580078125,60.338845934513664,0
295.18454724409446,0.21542746534973498,0.1203852815811171,0.9689925343012998,126.26922607421875,69.4349910609165,0
344.22828494094495,0.17401784302560896,0.07591348636405323,0.9558326917722625,118.001220703125,62.9489684613324,0
309.6627706692914,0.11430980956406818,0.01446594840154743,0.943019314238979,148.8077392578125,52.37953789323247,0
242.2347440944882,0.15359057424875944,0.04060120924228632,0.9549799015192978,127.64520263671875,52.63842344927838,0
368.87985974409446,0.17247640069919853,0.08143174882892763,0.9575042248062181,120.16534423828125,66.30744445453664,0
229.6228469488189,0.22853006279716082,0.13286846212694092,0.9721731485117815,109.4815673828125,64.68200952004447,0
242.65317421259846,0.1886829121848051,0.08014043020214527,0.9592397196970471,109.40435791015625,54.88010176181824,0
316.05038139763786,0.17800059157769926,0.07688713053441631,0.9585678913239913,115.46209716796875,62.36335573532454,0
355.4413754921259,0.20612076974302274,0.1148325279103471,0.9573500139638135,92.83599853515625,64.82466884544705,0
441.7349901574804,0.1528955725390558,0.06449598352797736,0.9328237408177316,110.3033447265625,57.70370589797226,0
361.8978838582678,0.22548049895107566,0.1425817469914182,0.9608332385650342,109.81512451171875,68.40173554126926,0
349.4942175196851,0.19871930232648746,0.11437677638875052,0.9590002825117804,100.0438232421875,65.5512217974068,0
235.14616141732284,0.15932489498175892,0.0266568754100557,0.9708793440455628,115.18603515625,63.919317393397016,0
308.85531496063,0.2371842568842435,0.1514038345042485,0.9680827197155687,103.96307373046875,69.89761479429099,0
202.49163385826773,0.16534133658934544,0.03238002226757838,0.9645110267653983,132.38116455078125,54.119503809524474,0
328.71918061023626,0.1796052683399638,0.0745532417807842,0.957884200072365,124.46551513671875,62.97001322595555,0
142.89616141732284,0.2073928198185984,0.054147854786179665,0.9820109212796647,115.4632568359375,63.47244644376867,0
459.6371801181102,0.2167455306445873,0.11217483942481464,0.9663466621638137,121.17547607421875,83.01364299607269,0
208.9366387795276,0.2039686793860908,0.09688193257831075,0.9717449264076484,114.14007568359375,61.31891029813333,0
342.2053395669292,0.26086407952920765,0.17345762269047063,0.960801652347102,83.69732666015625,66.22767904259426,0
237.02128444881888,0.14834718094783442,0.016125517646917414,0.9702605559344842,114.2647705078125,63.43973471353348,0
161.50867372047247,0.14914996653283688,0.016873322271461624,0.9568321617156337,157.44549560546875,43.817000403817744,0
267.68510088582684,0.18097197068620058,0.05905971559265392,0.9660156017898935,110.9566650390625,63.210921197247224,0
366.70023375984255,0.25596309586702765,0.16785921997432432,0.9674632279654752,109.31781005859375,75.38324128472372,0
189.80278051181102,0.15268039012276716,0.01627460704327969,0.9757178051395047,137.76458740234375,63.20297677169483,0
303.8093011811024,0.20406415228909117,0.10702902237770084,0.9648372602101237,122.8094482421875,66.22315433816442,0
282.6421628937008,0.14788250547511775,0.045778877306317155,0.9534107535927568,134.5302734375,55.56313436894821,0
233.1011318897638,0.14536345787581484,0.030572769782945812,0.9641681302897691,124.8743896484375,57.73139765977018,0
221.38761072834643,0.20032058705177327,0.034789698178586376,0.9749153732595879,98.3660888671875,66.61986790180404,0
351.958784448819,0.21479592529130717,0.12185728576655679,0.9629713731737127,108.07427978515625,69.33514682713854,0
413.6046998031496,0.1957349613084906,0.09774583299691787,0.9519574164956259,109.62286376953125,65.94474684112032,0
250.17341289370086,0.13220773937133964,0.017021419707871615,0.9619964587658405,129.06884765625,58.064726572285615,0
249.9595841535433,0.18457721598231766,0.08435383818933698,0.9679887651204535,120.292236328125,63.077543836179025,0
354.0519192913386,0.12887886918625333,0.014522537943887567,0.9489222647617827,122.053466796875,59.17691833614327,0
307.61060531496065,0.22786536002200924,0.137213547708113,0.9647155680481813,110.6064453125,66.49276182751123,0
227.12592273622047,0.16788442704132078,0.034230073035803256,0.9653403251749002,126.23455810546875,57.894864044992175,0
